UNIQUE_ID,Term,College ID,Age,CAS CAA English SUM 1,CAS CAA Foreign Language 1 SUM 1,CAS CAA Foreign Language 2 SUM 1,CAS CAA Math SUM 1,CAS CAA Performing Arts SUM 1,CAS CAA Science SUM 1,CAS CAA Social Studies SUM 1,CAS College Admissions Avg (CAA) SUM 1,CAS HS  Units English SUM 1,CAS HS Units Foreign Language 1 SUM 1,CAS HS Units Foreign Language 2 SUM 1,CAS HS Units Math SUM 1,CAS HS Units Performing Arts SUM 1,CAS HS Units Science SUM 1,CAS HS Units Social Studies SUM 1,CAS HS Units Total SUM 1,CAS Regents American History,CAS Regents Biology,CAS Regents Chemistry,CAS Regents Common Core Alg1,CAS Regents Common Core Alg2,CAS Regents Common Core Geometry,CAS Regents Earth Science,CAS Regents English,CAS Regents English New,CAS Regents Geometry,CAS Regents Global History,CAS Regents Integ Alg,CAS Regents Marine Science,CAS Regents Math A,CAS Regents Math B,CAS Regents Math Sequential 1,CAS Regents Math Sequential 2,CAS Regents Math Sequential 3,CAS Regents Physics,CAS Regents Trigonometry,CAS SAT Math,CAS SAT Total,CAS SAT Verbal,CAS SAT Writing,CS Total Income Amt SUM,College Program Title,Credits Cumulative Earned Local Perf,Credits Cumulative Earned Local Show,Credits Cumulative Earned Other Perf,Credits Cumulative Earned Other Show,Credits Cumulative Earned Total Perf,Credits Cumulative Earned Total Show,Credits Cumulative Earned Transfer Perf,Credits Cumulative Earned Transfer Show,Credits Semester Included in GPA Perf SUM,Credits+Hours Semester All Courses Show SUM,Credits+Hours Semester Completed Perf SUM,Credits+Hours Semester Passed Perf SUM,Cs Fed Efc Amt SUM,Cs Fed Need Base Aid Amt SUM,Cs Fed Unmet Need Amt SUM,Degree Earned Level Desc,Degree Pursued Level Desc,Ethnicity Imputed Group 2 Desc,Exit Math CUNY Test Final Score,Exit Reading CUNY Test Final Score,Exit Writing CUNY Test Final Score,File Name,Full Part Type Desc,GPA Cumulative Perf,GPA Cumulative Show,GPA Semester Perf,Gender Desc,Headcount SUM,Headcount SUM 1,IR Total FA Awd Amt SUM,Initial All SKAT Passed Desc,Initial Math CUNY Test Final Score,Initial Reading ACT Test Final Score,Initial Writing CUNY Test Final Score,Ir Fed Work Study Nb Awd Amt SUM,Ir Student Loans Nb Awd Amt SUM,Ir Total Grants Nb Awd Amt SUM,Major 1 College Program Title,Major 1 NYSED Award 1 Desc,Major 1 NYSED Award 2 Desc,Major 1 NYSED Program Title,NYSED Award Desc,NYSED Program Title,New Student Desc,PELL_AMT_AWD,Pell Flag,SEEK CD Desc,Semester Enrolled Desc,Semester Graduated Desc,TAP Flag,TAP_AMT_AWD,Value Points Semester Perf SUM,Year Enrolled,Year Graduated
488768542078,2011-12-24,1935,26,51.0,,23.0,,96.0,79.0,74.0,,2.0,,,,4.0,4.0,1.0,4.0,,37.0,,55.0,,60.0,41.0,,47.0,27.0,31.0,,,,57.0,73.0,91.0,,,,743.0,,,,40114,CUNY BACCALAUREATE,1.77,0.08,0.11,1.1,3.08,2.3,1.84,0.24,2.41,28.0,,38.0,4101,4130,946,,Associate,Asian,37,69,9,miss.numbers,PART-TIME,3.63,3.74,2.72,Other,1,2,5979,Not Exempt/Passed All,48,30,100,344,16470,8183,URBAN STDS BA,MUS B,MPA,PHYSICAL EDUCATION TEACHER,B TECH,NURSING (ONLINE DEGREE),Yes,3794,Yes,SEEK,Part-Time,Not Graduated,No,3791,0.16,2018,
571641797839,2011-12-24,2304,22,45.0,90.0,60.0,37.0,18.0,37.0,41.0,34.0,,,4.0,,,3.0,,1.0,68.0,,,95.0,32.0,21.0,,,32.0,,,38.0,,80.0,31.0,,29.0,40.0,50.0,45.0,,,364.0,735.0,11666,BUSINESS ADMIN,0.82,2.43,0.79,3.02,2.29,2.35,3.29,0.91,1.66,80.0,55.0,,1630,2040,155,,Bachelor's,Asian,50,15,76,the.mov,FULL-TIME,2.03,2.46,3.65,Male,1,4,9538,Not Exempt/Passed All,83,33,57,823,12366,12302,ART - STUDIO,MUS B,MPA,LIBERAL ARTS & SCIENCES,BE,DESIGN DRAFTING AND COMPUTER GRAPHICS,No,2855,Yes,CD Prong I,Part-Time,Graduated,Yes,4629,0.8,2016,
80666052231,2011-12-24,5206,28,,17.0,,,,,,,3.0,,,2.0,1.0,3.0,1.0,4.0,,60.0,,2.0,84.0,,25.0,28.0,32.0,60.0,70.0,,,,,15.0,,,3.0,,580.0,1359.0,384.0,,47840,SCIENCE,2.63,0.35,2.66,3.77,3.32,3.91,2.42,0.82,3.28,,,,3075,2455,1878,,Associate,"Black, Non-Hispanic",34,23,73,box.numbers,FULL-TIME,3.49,3.08,3.77,Female,3,5,4551,Not Exempt/Passed All,30,36,62,760,8230,12720,PHIL/POL SCI,MUS B,MS,ENVIRONMENTAL CONTROL TECHNOLOGY,BS,MEDICAL OFFICE ASSISTANT,Yes,4178,No,,Part-Time,Graduated,Yes,3490,2.05,2020,
12202463799,2011-12-24,4803,20,14.0,1.0,94.0,88.0,,,63.0,33.0,,3.0,2.0,,3.0,,4.0,2.0,,68.0,,22.0,2.0,10.0,72.0,,12.0,15.0,,46.0,39.0,96.0,53.0,38.0,48.0,,,54.0,658.0,,483.0,,33410,CHILDHOOD EDUCATION,3.64,3.27,0.96,3.62,3.65,2.89,0.71,3.28,2.69,59.0,,,1249,3287,417,,Bachelor's,Asian,99,14,25,speech.mp3,FULL-TIME,3.77,3.08,2.1,Female,5,3,7943,Exempt/Passed All,44,18,57,77,6108,19348,ARCHITECTURE,BS NURS,,LIBARAL ARTS,B TECH,COMMUNICATIONS,No,1577,Yes,SEEK,Full-Time,Graduated,Yes,2453,1.19,2014,
997603921239,2011-12-24,5365,25,,,1.0,27.0,,91.0,,29.0,1.0,,,,,1.0,,3.0,,90.0,,,89.0,71.0,,47.0,,100.0,,95.0,,,,98.0,50.0,,,72.0,371.0,852.0,,533.0,20582,OFFICE ADMINISTRATI,0.05,1.28,1.78,1.86,1.36,1.29,1.2,1.38,1.41,,,35.0,4453,2031,734,,Associate,"White, Non-Hispanic",50,31,19,reveal.pptx,PART-TIME,3.7,2.09,3.83,Female,1,3,3628,Exempt/Passed All,71,29,31,1026,1314,8823,"TRAVEL, TOURISM & H",B ARCH,MS,GRAPHIC DESIGN AND ILLUSTRATION,BE,SPANISH TEACHER,Yes,1276,No,Regular,Full-Time,Not Graduated,No,2583,2.86,2013,
592029055506,2011-12-24,7290,22,,46.0,,46.0,19.0,,99.0,,,,,,,,4.0,1.0,,59.0,,,19.0,,,,74.0,,,,60.0,,32.0,11.0,,31.0,47.0,3.0,,,,,22921,AUTOMOTIVE TECH AAS,3.69,1.13,1.05,2.87,2.71,1.8,2.62,3.89,3.34,58.0,,,1315,4431,706,,Bachelor's,Hispanic,100,84,26,perform.key,PART-TIME,3.54,2.06,3.02,Female,4,4,9595,Not Exempt/Passed All,87,22,8,1535,15873,14237,CRJ BA LGA CONC A,BS,,MUSIC ELECTRONIC TECHNOLOGY,BSED,HOME ECONOMICS,Yes,4038,Yes,SEEK,Full-Time,Graduated,No,2193,0.64,2015,
349206889531,2011-12-24,3649,24,51.0,,8.0,20.0,64.0,,,71.0,,,,,,,1.0,,13.0,96.0,45.0,,,,,,3.0,,,77.0,,28.0,38.0,,,81.0,,,,,,672.0,42897,MEDIA ARTS AS,1.74,0.39,0.87,0.52,3.75,3.38,0.29,1.55,1.49,,,32.0,4377,2412,191,,Associate,"White, Non-Hispanic",73,79,22,camera.txt,FULL-TIME,3.07,2.45,3.49,Female,1,1,4730,Not Exempt/Passed All,92,30,21,1326,18684,13076,COMPUTER INFORM SYS,BSED,MPA,SPEECH COMMUNICATION AND THEATRE ARTS,UNKNOWN,DIGITAL MUSIC,No,4190,No,CD Bilingual,Part-Time,Graduated,No,4247,3.92,2020,
290068777756,2011-12-24,4687,21,94.0,,36.0,29.0,50.0,2.0,,,,2.0,,,3.0,,,4.0,51.0,17.0,9.0,29.0,8.0,,,,,78.0,,,,,,,,,,,368.0,1451.0,,,15052,SCIENCE LETTERS & S,3.28,2.99,2.82,0.76,3.76,2.48,2.55,3.15,1.95,30.0,40.0,,4122,3535,1888,,Associate,"Black, Non-Hispanic",8,12,23,thousand.pptx,PART-TIME,2.14,2.85,2.53,Male,4,2,5542,Exempt/Passed All,34,2,6,492,3631,11596,LIB ARTS:MATH & SCI,UNKNOWN,UNKNOWN,ART HISTORY,BA,HEALTH SERVICES ADMINISTRATION,No,4851,No,SEEK,Full-Time,Not Graduated,No,4844,1.27,2010,
858387242582,2011-12-24,1189,25,35.0,12.0,64.0,42.0,65.0,13.0,40.0,40.0,,,4.0,3.0,2.0,,3.0,3.0,,,,,85.0,46.0,,,18.0,31.0,96.0,,,34.0,44.0,,,,54.0,,,1487.0,,,45968,MATHEMATICS 7-12 BA,3.54,2.51,3.58,1.53,3.16,1.3,3.09,2.9,3.66,68.0,,,4156,3898,1213,,Bachelor's,Other,15,26,75,performance.pdf,PART-TIME,3.41,2.74,2.06,Male,3,5,2732,Not Exempt/Passed All,0,10,26,1572,16861,1956,THEATRE MANAGEMENT,BS,MA,FIRE AND EMERGENCY SERVICE,BS,SPECIAL EDUCATION AND CHILDHOOD,Yes,1090,Yes,CD Prong I,Full-Time,Graduated,No,1896,3.24,2020,
897634040878,2011-12-24,4763,26,90.0,73.0,,,,37.0,1.0,37.0,,,,,2.0,,,,,,90.0,,35.0,,,19.0,91.0,84.0,,46.0,,,100.0,,63.0,67.0,97.0,2.0,698.0,1523.0,,,35222,ART HISTORY BA,1.19,1.61,1.76,0.97,3.91,0.54,0.03,2.24,1.71,20.0,92.0,66.0,3108,4721,1827,,Associate,Other,18,62,75,democratic.mp4,FULL-TIME,3.0,3.68,3.47,Other,1,2,5126,Not Exempt/Passed All,35,22,53,222,12801,1637,CRIM JUST BA CON D,MUS B,MPA,COMPUTER AIDED DRAFTING AND DESIGN TECH,BE,MEDIA COMMUNICATIONS STUDIES,Yes,3012,No,SEEK,Full-Time,Graduated,No,2542,1.23,2011,
38414233628,2011-12-24,9160,26,,,,40.0,,43.0,,8.0,2.0,2.0,,2.0,3.0,3.0,,3.0,55.0,,,99.0,94.0,54.0,97.0,79.0,86.0,,69.0,,,23.0,,,78.0,,,,379.0,,704.0,732.0,25820,INTERNAL ACCOUNTING,1.98,0.28,1.54,1.25,1.74,1.06,1.7,1.7,2.16,83.0,,,4327,4702,1097,,Bachelor's,"Black, Non-Hispanic",59,10,68,size.mov,FULL-TIME,3.92,2.26,3.81,Female,2,4,6628,Exempt/Passed All,90,14,20,779,14154,6509,ENVIRON CNTRL TECH,AA,MPA,CHEMICAL TECHNOLOGY,BS,GOVERNMENT,No,4828,No,CD Prong I,Full-Time,Graduated,No,3534,3.11,2020,
104699492369,2011-12-24,8048,22,,42.0,,96.0,8.0,52.0,85.0,22.0,,2.0,,1.0,2.0,,3.0,1.0,49.0,73.0,82.0,,,,,,,13.0,82.0,55.0,,,2.0,,97.0,,91.0,,315.0,,,,13305,DENTAL LAB TECH,2.53,1.14,3.1,0.5,0.86,2.17,0.92,1.94,0.24,37.0,,51.0,4290,1450,49,,Bachelor's,Hispanic,34,40,5,policy.mp3,PART-TIME,3.54,2.64,2.25,Female,4,1,6355,Not Exempt/Passed All,20,9,70,127,2359,2189,EDU ASSOC BILINGUAL,MUS B,,MENTAL HEALTH AND HUMAN SERVICES,BE,COMMUNICATION ARTS,Yes,1569,Yes,CD Prong I,Part-Time,Graduated,No,3657,3.48,2010,
324526342471,2011-12-24,1508,18,,35.0,,55.0,59.0,,11.0,69.0,3.0,4.0,2.0,2.0,,,4.0,4.0,,,,38.0,,48.0,,,6.0,63.0,,,17.0,80.0,25.0,56.0,,65.0,52.0,62.0,,,,464.0,46017,BROADCASTING TECH &,0.21,3.98,1.36,0.94,3.59,2.18,1.52,0.81,0.03,,28.0,,2857,3843,1743,,Bachelor's,Hispanic,16,15,10,mind.gif,PART-TIME,2.95,2.69,2.73,Other,5,1,5594,Exempt/Passed All,81,35,99,1609,16999,14100,GATEWAY TO HUMANITI,BA,,LEGAL ASSISTANT STUDIES,BS,BIOLOGICAL SCIENCE - MAJOR I,Yes,1973,Yes,CD Bilingual,Part-Time,Graduated,No,2572,2.03,2017,
57224043889,2011-12-24,7424,25,81.0,6.0,50.0,86.0,,,,22.0,,2.0,,1.0,1.0,,,2.0,,7.0,69.0,,,,,,48.0,,83.0,,,67.0,,,,19.0,,,,,473.0,637.0,22878,ONLINE DEGREE OPT F,0.64,3.58,1.96,3.12,3.95,1.28,2.39,0.62,3.81,,,,2482,1060,1460,,Bachelor's,"Black, Non-Hispanic",33,32,7,whole.jpeg,FULL-TIME,2.6,2.65,2.59,Other,1,3,6003,Not Exempt/Passed All,54,17,22,115,11127,12474,NURSING - CLINICAL,,MPA,OFFICE AUTOMATION,BFA,DENTAL LABORATORY TECHNOLOGY,Yes,4732,No,Regular,Part-Time,Not Graduated,No,3553,3.47,2013,
132821181979,2011-12-24,1282,25,,14.0,51.0,,85.0,,,,,,,3.0,,,,,,4.0,81.0,2.0,,80.0,65.0,,82.0,76.0,7.0,76.0,,,,,,77.0,,,,,492.0,264.0,25930,LIB ARTS & SCI WEEK,0.45,3.19,1.18,2.12,2.45,3.86,1.32,2.56,0.13,29.0,,,4275,2459,14,,Associate,Hispanic,32,85,49,rest.tiff,PART-TIME,2.31,3.88,2.05,Female,4,3,2560,Not Exempt/Passed All,65,21,39,1511,13493,18401,CRIM JUST BA CONC D,B ARCH,MPA,SECRETARIAL SCIENCE: LEGAL SECRETARY,BPS,TEACHER EDUCATION,No,3530,Yes,Regular,Full-Time,Not Graduated,Yes,3973,0.74,2017,
872328727934,2011-12-24,4647,27,44.0,36.0,,,,,4.0,3.0,,2.0,4.0,,3.0,2.0,3.0,1.0,93.0,,,,76.0,,49.0,54.0,,,,,57.0,,80.0,43.0,,33.0,56.0,,243.0,,468.0,663.0,35448,LIBERAL ARTS - PERF,1.4,1.83,0.47,1.1,1.5,1.86,2.56,1.32,1.38,16.0,,,1046,1978,393,,Associate,"White, Non-Hispanic",96,66,32,enjoy.odp,FULL-TIME,3.13,2.84,2.94,Male,2,5,5287,Exempt/Passed All,32,17,8,328,10530,9385,MEDIA STUDIES,BE,MA,DESIGN DRAFTING AND COMPUTER GRAPHICS,BA,NURSING (ONLINE DEGREE),Yes,2395,No,SEEK,Part-Time,Not Graduated,Yes,2288,1.55,2010,
58600000233,2011-12-24,2214,27,,,,60.0,97.0,,68.0,,,2.0,,3.0,,,,3.0,84.0,,15.0,60.0,,94.0,,62.0,3.0,,,80.0,,,62.0,36.0,79.0,,40.0,41.0,,1200.0,284.0,250.0,18767,ERLY CHLD/CHLD CARE,3.5,2.3,0.84,1.82,3.02,0.64,1.7,2.36,2.21,,,44.0,2570,1614,1033,,Bachelor's,Hispanic,36,26,85,people.mp3,FULL-TIME,2.46,3.76,3.04,Male,4,1,7742,Exempt/Passed All,66,12,34,1837,18998,2501,ELECTRICAL ENGR BE,BBA,,DENTAL LABORATORY TECHNOLOGY,BFA,FINANCIAL MANAGEMENT,No,1071,Yes,,Full-Time,Not Graduated,Yes,3458,1.72,2010,
285323474161,2011-12-24,4566,21,,,,96.0,,25.0,,17.0,4.0,3.0,1.0,,1.0,2.0,,,63.0,,79.0,,,,,,14.0,38.0,,31.0,97.0,,48.0,,70.0,,53.0,20.0,,733.0,,,49264,ADMIN ASSISTANT,2.9,3.6,0.06,0.41,0.38,1.15,2.35,2.44,0.19,,,60.0,2358,1384,1095,,Associate,"Black, Non-Hispanic",87,2,42,ask.odp,FULL-TIME,2.01,3.98,2.63,Male,3,1,7376,Exempt/Passed All,94,17,59,1441,5411,2168,HISTORY TEP,AS,,MEDICAL LABORATORY SCIENCES,BPS,EMERGENCY MEDICAL TECHNICIAN/PARAMEDIC,No,2532,No,CD Bilingual,Part-Time,Graduated,Yes,4917,1.69,2020,
69580783147,2011-12-24,8694,20,,,27.0,,,53.0,,,2.0,1.0,2.0,,2.0,,,1.0,,14.0,,32.0,,40.0,9.0,,,,,2.0,71.0,,84.0,,,19.0,14.0,,,1587.0,333.0,399.0,39430,FINANCE BBA,2.66,3.17,0.83,0.64,2.5,0.49,3.59,1.96,3.03,,,68.0,3962,4750,929,,Associate,"Black, Non-Hispanic",76,76,64,our.avi,PART-TIME,2.36,3.86,2.82,Female,2,3,9287,Not Exempt/Passed All,19,12,100,1853,16079,18921,JOURNALISM (BA),BS NURS,MPA,GEOLOGY,BFA,"MATHEMATICS, GRADES 7-12",Yes,3283,Yes,Regular,Part-Time,Graduated,No,4829,1.1,2016,
73281736610,2011-12-24,1307,28,,,20.0,12.0,,53.0,,,2.0,,1.0,,,,3.0,,84.0,14.0,83.0,94.0,,,,51.0,12.0,,98.0,,89.0,,59.0,79.0,,,61.0,83.0,,985.0,,,47467,FORENSIC SCIENCE BM,0.02,0.93,0.49,2.27,2.58,0.17,0.42,1.5,1.02,77.0,52.0,68.0,1300,4635,1981,,Associate,"Black, Non-Hispanic",2,5,91,time.avi,PART-TIME,2.53,3.16,3.56,Other,5,2,5438,Exempt/Passed All,48,3,5,557,12685,11719,AFRICAN AMER ST,AAS,MPA,UNCLASSIFIED,BS,CRIMINOLOGY,No,2544,Yes,SEEK,Part-Time,Graduated,No,2212,0.78,2010,
264002518460,2011-12-24,9160,27,73.0,,,10.0,,47.0,,75.0,,4.0,,,,1.0,,1.0,,,,,,87.0,86.0,78.0,41.0,,40.0,77.0,64.0,62.0,76.0,,,89.0,,,211.0,,698.0,,34204,THEATRE ARTS AS,1.93,1.36,1.4,1.36,1.26,0.3,1.1,1.85,1.21,60.0,47.0,61.0,1508,1093,1640,,Bachelor's,"Black, Non-Hispanic",97,28,76,apply.css,FULL-TIME,2.58,3.25,2.47,Male,1,2,4257,Not Exempt/Passed All,19,31,24,647,3323,17475,SOCIOLOGY/ANTHRO,MUS B,MA,URBAN AND COMMUNITY STUDIES,UNKNOWN,FILM,Yes,4448,No,CD Prong I,Full-Time,Graduated,Yes,1174,1.97,2016,
417236984113,2011-12-24,4358,21,38.0,,,42.0,59.0,91.0,74.0,,2.0,,3.0,3.0,1.0,,1.0,,32.0,,58.0,26.0,,48.0,100.0,31.0,71.0,88.0,99.0,47.0,,18.0,27.0,,50.0,46.0,13.0,,316.0,,,,24055,ENGLISH,2.29,2.17,2.07,3.93,0.26,3.09,1.78,0.17,2.94,73.0,85.0,30.0,1739,1119,401,,Associate,"Black, Non-Hispanic",99,21,68,television.ppt,PART-TIME,2.41,3.8,2.96,Other,2,3,4165,Exempt/Passed All,58,1,26,1954,2479,4091,PHYSICS BA,BS,MS,UNDERGRADUATE-NURSING,BA,STATISTICS,Yes,3108,No,SEEK,Part-Time,Graduated,Yes,1025,0.42,2010,
964724916221,2011-12-24,5494,23,81.0,86.0,,70.0,54.0,56.0,17.0,,,,4.0,,,,4.0,,86.0,,28.0,71.0,93.0,,72.0,41.0,,,,,27.0,33.0,72.0,16.0,2.0,22.0,,75.0,,932.0,,691.0,30193,PSYCHOLOGY (BA),3.41,3.01,2.99,2.29,2.1,0.11,2.63,3.61,0.45,62.0,,67.0,1043,1317,940,,Bachelor's,"Black, Non-Hispanic",18,11,33,scene.avi,FULL-TIME,2.77,3.72,3.91,Female,1,1,6374,Exempt/Passed All,8,34,13,1156,9488,309,GLOL HISTORY BA,B TECH,MS,EARLY CHILDHOOD/EARLY CHILD SPEC ED,,RELIGION,Yes,3543,Yes,,Part-Time,Not Graduated,No,3568,3.28,2016,
220066738237,2011-12-24,6274,21,97.0,,,,58.0,35.0,27.0,68.0,,3.0,,,3.0,1.0,,,,,93.0,,,61.0,,28.0,98.0,,,,,,47.0,99.0,84.0,,,,,,296.0,,38600,COMPUTER SCIENCE BS,3.44,0.31,3.5,1.87,0.39,3.09,2.93,1.38,2.52,24.0,,60.0,2530,1351,839,,Bachelor's,Hispanic,61,8,69,security.bmp,PART-TIME,3.52,3.86,2.13,Female,5,5,5052,Not Exempt/Passed All,78,33,17,1381,737,883,ACCOUNTING/COMPUTER,AS,AAS,SELF DETERMINED STUDIES,BFA,STUDIO ART (24 CREDIT MAJOR),Yes,3196,Yes,CD Prong I,Full-Time,Not Graduated,Yes,3513,1.59,2013,
110636023500,2011-12-24,4818,24,20.0,,,3.0,88.0,,,95.0,3.0,,,1.0,,,4.0,1.0,21.0,86.0,,38.0,78.0,9.0,87.0,30.0,,,44.0,,,81.0,41.0,,5.0,39.0,47.0,60.0,715.0,,,734.0,27890,COMPUTER APPL AND P,1.15,0.26,0.65,2.88,1.52,2.91,1.77,3.46,3.03,21.0,,66.0,1396,4536,1811,,Associate,"Black, Non-Hispanic",41,84,2,in.csv,PART-TIME,3.26,3.39,3.9,Male,2,5,1543,Exempt/Passed All,61,16,10,1009,10993,7808,DANCE AS,B ARCH,MA,APPLIED CHEMISTRY,BPS,HEALTH & NUTRITION SCIENCES,No,1442,Yes,Regular,Part-Time,Graduated,Yes,3548,3.47,2015,
244167221581,2011-12-24,7420,23,90.0,,10.0,,,85.0,13.0,,,1.0,4.0,2.0,4.0,3.0,,,,,71.0,,,,,15.0,26.0,27.0,29.0,17.0,,43.0,,,,,20.0,,,,734.0,,12134,ENGL-CREATIVE WRIT,1.94,1.29,0.07,3.22,1.08,2.53,2.43,3.98,3.92,19.0,,33.0,1983,4971,1671,,Associate,Asian,43,14,97,prevent.html,FULL-TIME,2.02,3.72,2.6,Other,3,4,2481,Exempt/Passed All,57,18,59,408,16411,13807,CHD ED TCH 1-6W/BIL,BE,,ARCHITECTURE,BPS,GRAPHIC DESIGN AND ILLUSTRATION,Yes,1667,No,Regular,Part-Time,Graduated,No,2943,0.83,2013,
853777255788,2011-12-24,2566,28,,,,,,4.0,35.0,18.0,,1.0,,3.0,,,1.0,,,,80.0,83.0,22.0,,,,,77.0,2.0,85.0,,28.0,72.0,,,,,62.0,476.0,705.0,,,32561,LATIN AMER & LATINA,2.23,1.05,2.39,3.85,2.07,3.48,2.23,3.99,3.14,31.0,,47.0,2282,3812,1712,,Bachelor's,Asian,16,48,37,less.png,FULL-TIME,3.2,2.61,3.96,Other,3,4,3707,Not Exempt/Passed All,61,34,26,218,14873,10094,FASHION DESIGN,B TECH,,MHC-NUTRITION AND EXERCISE SCIENCES,BPS,CUNY BACCALAUREATE,No,3898,Yes,SEEK,Full-Time,Graduated,Yes,1907,1.59,2015,
66802225613,2011-12-24,3107,22,,66.0,,78.0,,86.0,,80.0,3.0,3.0,,,,,,,92.0,89.0,,,22.0,,71.0,82.0,,,62.0,,,13.0,19.0,,35.0,37.0,10.0,38.0,239.0,,,799.0,32720,HEALTH INFORMATION,0.88,3.27,0.6,1.22,3.42,3.02,1.46,1.37,3.52,100.0,36.0,,1149,4544,423,,Bachelor's,"White, Non-Hispanic",25,62,5,occur.mp4,PART-TIME,2.33,3.44,2.98,Other,2,3,8579,Exempt/Passed All,30,8,83,428,14714,13791,CONSTRUCT MGT TECH,AAS,MPA,SECRETARIAL STUDIES,BE,SCIENCE FOR FORENSICS,Yes,2467,No,CD Prong I,Full-Time,Not Graduated,No,4789,3.33,2010,
683772092025,2011-12-24,5367,26,100.0,,34.0,,93.0,97.0,,60.0,,4.0,,,2.0,,3.0,3.0,89.0,80.0,,,,84.0,,65.0,45.0,40.0,,34.0,2.0,,95.0,6.0,30.0,69.0,93.0,,750.0,1387.0,551.0,,15568,CRIMINAL JUST PLANN,0.91,2.97,3.86,2.5,0.72,3.25,0.11,0.77,3.52,,96.0,33.0,2293,1375,756,,Bachelor's,Hispanic,35,50,97,arrive.docx,FULL-TIME,2.09,2.68,3.78,Male,4,3,6361,Exempt/Passed All,14,31,75,1437,3724,7662,ANIMATION & MOTION,BA,UNKNOWN,PHYSICS TEACHER,BS,POLICE SCIENCE,No,1752,Yes,,Part-Time,Not Graduated,No,4101,2.52,2014,
450939189016,2011-12-24,8496,24,50.0,,74.0,,,36.0,36.0,60.0,3.0,3.0,3.0,,3.0,2.0,2.0,3.0,,,,,95.0,87.0,48.0,16.0,61.0,,6.0,70.0,4.0,,,,,,,,573.0,1597.0,544.0,,46895,LAW AND SOCIETY BA,3.88,0.23,3.21,3.64,0.77,1.23,0.16,1.19,1.32,88.0,,,2900,2111,1203,,Bachelor's,"White, Non-Hispanic",90,70,84,game.txt,PART-TIME,3.35,3.4,3.77,Female,1,1,9168,Not Exempt/Passed All,1,16,7,166,12942,3662,DENTAL LABORATORY T,BS NURS,MPA,COMPUTER INFO SYS-CRIMINAL JUST&PUB ADMN,BSED,FIRE SCIENCE,No,3952,No,CD Prong I,Full-Time,Not Graduated,No,4572,0.83,2013,
299969260983,2011-12-24,6431,28,,57.0,21.0,29.0,91.0,,41.0,55.0,3.0,3.0,4.0,,,1.0,,4.0,,,66.0,,,,,,,,76.0,78.0,,,,61.0,57.0,,62.0,,,997.0,571.0,419.0,11059,POLITICAL SCIENCE,2.41,0.41,0.57,2.64,1.89,0.73,2.45,2.73,2.78,,58.0,27.0,2215,3034,1389,,Bachelor's,Other,7,35,64,half.doc,FULL-TIME,3.84,2.92,3.16,Other,3,5,6091,Exempt/Passed All,44,10,12,537,2475,6599,SCI LET & SOCIETY,MUS B,AAS,MUSIC (42 CREDIT MAJOR),BBA,NURSING (ONLINE DEGREE),Yes,3839,Yes,CD Bilingual,Full-Time,Not Graduated,Yes,4379,3.02,2015,
585301843883,2011-12-24,8859,29,8.0,69.0,77.0,96.0,70.0,38.0,93.0,43.0,4.0,,1.0,4.0,,3.0,,1.0,,28.0,46.0,,99.0,,,100.0,,64.0,30.0,,,,56.0,,85.0,65.0,,60.0,,1011.0,,397.0,43487,JUSTICE STUDIES BA,1.78,0.67,2.53,2.12,2.69,1.92,0.1,2.0,3.05,19.0,29.0,,3704,2926,1778,,Bachelor's,Other,85,90,51,wide.pdf,PART-TIME,3.19,2.18,2.54,Other,1,3,4389,Exempt/Passed All,6,22,36,1532,12226,13045,GEOLOGY BS,BS,AAS,PHYSICAL THERAPIST ASSISTANT,BBA,AVIATION MGMT,Yes,4054,No,CD Prong I,Part-Time,Graduated,Yes,3404,1.45,2010,
409847237841,2011-12-24,2134,21,,,,,,69.0,35.0,30.0,,,1.0,,,2.0,,,,60.0,90.0,53.0,54.0,69.0,,59.0,24.0,,98.0,,,,68.0,6.0,,81.0,53.0,22.0,,971.0,689.0,,33224,NEW MEDIA TECH,1.96,1.49,0.73,0.08,3.75,3.15,3.83,1.04,0.6,,90.0,30.0,2694,2450,1716,,Associate,Other,55,36,10,age.mp4,PART-TIME,2.71,2.98,2.69,Other,4,1,5077,Exempt/Passed All,61,34,40,1151,8082,9840,ENGL-CREATIVE WRIT,BS NURS,MA,"HISTORY: SOCIAL STUDIES, GRADES 7-",BPS,"PHYSICAL EDUCATION, RECREATION, AND RECR",No,3876,No,,Full-Time,Graduated,Yes,3320,3.56,2010,
786137496619,2011-12-24,5819,23,,99.0,,,,,,,1.0,,,,,,3.0,,,,80.0,70.0,,70.0,,69.0,66.0,14.0,,99.0,,,18.0,30.0,66.0,8.0,48.0,,274.0,1584.0,,239.0,16543,BUS ADMINISTRATION,2.12,0.41,3.81,0.67,0.09,0.19,0.33,2.92,1.55,26.0,58.0,,1581,2981,1930,,Bachelor's,Asian,64,100,47,involve.gif,PART-TIME,3.47,2.58,2.06,Female,3,4,3640,Not Exempt/Passed All,25,22,47,308,13508,2516,CRIMINAL JUSTICE JJ,,,COMPUTER SCIENCE AND INFORMATION SECURIT,B TECH,COMMUNICATION DESIGN,Yes,2187,Yes,Regular,Full-Time,Graduated,No,2307,0.21,2011,
