Student_ID,Semester,Course_Prefix,Course_Number,Course_Type,Pass/Fail_Flag,Grade,Prerequisite_Course_Flag,Online_Course_Flag,Number_Of_Credits_Attempted,Number_Of_Credits_Earned,Modality,Weeks
49747,2019SP,PHY,140,Undergraduate,Y,B,Y,1,4,4.0,Online/Synch,14
77950,2020FA,HIS,299,Undergraduate,N,D,Y,0,1,1.0,Hybrid - F2F/Online,9
77950,2020FA,BIO,131,Undergraduate,N,F,Y,1,4,,Hybrid - Online/iTV,2
77950,2020FA,ART,196,Undergraduate,Y,A,Y,1,4,,Independent Study,1
55940,2019FA,HIS,236,Undergraduate,N,B,Y,1,2,,Hybrid - F2F/Online,7
55940,2019FA,ART,289,Undergraduate,N,F,Y,1,2,2.0,Online,11
55940,2019FA,BIO,106,Undergraduate,N,A,,1,4,4.0,Independent Study,9
55940,2018FA,ENG,155,Undergraduate,N,,Y,0,4,4.0,Practicum,16
55940,2018FA,MAT,125,Undergraduate,Y,A,Y,0,4,,Face to Face,9
55940,2018FA,COM,205,Undergraduate,N,A,Y,0,4,4.0,Practicum,11
55940,2018FA,CHE,132,Undergraduate,Y,F,Y,0,4,,Online/Synch,13
93596,2019FA,MAT,233,Undergraduate,N,D,Y,0,4,4.0,Independent Study,4
93596,2019SP,ENG,121,Undergraduate,Y,D,,0,3,3.0,Independent Study,8
93596,2019SP,COM,145,Undergraduate,Y,D,,0,2,2.0,Independent Study,9
93596,2019SP,ENG,201,Undergraduate,N,B,,1,1,,Independent Study,5
93596,2019SP,COM,288,Undergraduate,N,F,Y,1,4,4.0,Online,2
93596,2019SP,ART,143,Undergraduate,Y,C,,0,2,2.0,Practicum,12
93596,2019FA,PSY,119,Undergraduate,N,B,,1,4,4.0,Hybrid - F2F/Online,16
93596,2019FA,PHY,240,Undergraduate,N,C,,1,2,,Online,15
54863,2019SP,MAT,135,Undergraduate,Y,A,,1,2,,Independent Study,15
54863,2019SP,MAT,146,Undergraduate,N,C,,1,1,,Hybrid - Online/iTV,1
54863,2019SP,MAT,184,Undergraduate,N,,Y,0,4,,Face to Face,6
54863,2019SP,BIO,236,Undergraduate,Y,F,Y,1,1,,Hybrid - Online/iTV,10
54863,2019SP,BIO,231,Undergraduate,Y,C,Y,0,4,,Hybrid - Online/iTV,16
39529,2020FA,ART,148,Undergraduate,Y,B,,1,1,1.0,Online,7
39529,2020FA,HIS,129,Undergraduate,Y,D,,0,1,,Independent Study,4
39529,2020FA,PHY,112,Undergraduate,Y,B,,0,2,2.0,Online,10
39529,2021FA,PSY,226,Undergraduate,N,A,Y,1,1,,Hybrid - Online/iTV,3
39529,2021FA,BIO,136,Undergraduate,N,A,,0,2,,Practicum,15
39529,2021FA,HIS,294,Undergraduate,Y,,,0,2,,Online,9
39529,2021FA,MAT,158,Undergraduate,Y,D,Y,0,2,,Hybrid - Online/iTV,9
39529,2021SP,MAT,191,Undergraduate,N,D,,0,3,3.0,Online,3
39529,2021SP,BIO,261,Undergraduate,N,A,,0,2,2.0,Independent Study,15
39529,2021SP,PSY,200,Undergraduate,N,F,,0,3,,Independent Study,8
39529,2021SP,ENG,174,Undergraduate,N,A,Y,0,4,,Online/Synch,7
39529,2021SP,CHE,134,Undergraduate,N,F,,1,2,,Hybrid - Online/iTV,10
30136,2021FA,MAT,186,Undergraduate,N,A,,0,2,2.0,Face to Face,8
30136,2021FA,ENG,226,Undergraduate,Y,,,0,3,3.0,Hybrid - Online/iTV,6
30136,2021FA,COM,110,Undergraduate,Y,C,Y,0,4,,Hybrid - F2F/Online,13
30136,2021FA,ENG,255,Undergraduate,Y,D,,1,3,3.0,Online,12
30136,2020FA,ART,168,Undergraduate,N,,Y,1,3,,Independent Study,16
30136,2020FA,ENG,263,Undergraduate,N,D,,1,4,4.0,Online/Synch,10
30136,2020FA,ART,109,Undergraduate,N,B,Y,1,2,2.0,Online/Synch,11
30136,2021FA,ART,243,Undergraduate,Y,B,Y,1,4,4.0,Face to Face,1
30136,2021FA,MUS,112,Undergraduate,Y,F,Y,1,4,4.0,Online,5
99993,2018SP,PHY,232,Undergraduate,N,A,Y,0,4,,Hybrid - F2F/Online,7
99993,2018SP,MAT,206,Undergraduate,Y,C,,1,1,1.0,Independent Study,13
99993,2018SP,ENG,296,Undergraduate,Y,,,1,1,,Practicum,1
99993,2020SP,HIS,109,Undergraduate,Y,D,Y,1,2,2.0,Online,1
99993,2019SP,PSY,223,Undergraduate,Y,C,Y,1,3,3.0,Online/Synch,1
99993,2019SP,MUS,194,Undergraduate,Y,C,Y,1,3,,Independent Study,6
99993,2019SP,CHE,175,Undergraduate,N,D,,0,4,,Practicum,15
99993,2019SP,PHY,296,Undergraduate,Y,C,Y,1,3,3.0,Online,15
99993,2019SP,ART,210,Undergraduate,Y,A,,1,1,1.0,Practicum,1
99993,2020FA,CHE,272,Undergraduate,N,F,,0,2,2.0,Independent Study,6
96935,2018FA,COM,292,Undergraduate,N,B,,1,1,,Hybrid - F2F/Online,2
96935,2018FA,ENG,163,Undergraduate,Y,,Y,1,4,,Online,1
96935,2019FA,MAT,204,Undergraduate,Y,C,,0,4,,Online/Synch,6
96935,2019FA,CHE,158,Undergraduate,Y,B,,0,3,,Face to Face,16
96935,2019FA,PHY,227,Undergraduate,N,,Y,0,4,4.0,Hybrid - Online/iTV,13
96935,2019FA,COM,289,Undergraduate,N,F,Y,1,2,2.0,Online,14
54689,2020SP,ART,164,Undergraduate,N,C,Y,0,4,4.0,Online,14
54689,2020SP,PHY,156,Undergraduate,Y,C,Y,1,1,,Hybrid - Online/iTV,13
99958,2019FA,BIO,156,Undergraduate,Y,D,Y,0,1,1.0,Online,2
99958,2019FA,PHY,121,Undergraduate,Y,,,1,4,4.0,Face to Face,6
99958,2020FA,PSY,161,Undergraduate,N,F,,1,1,,Hybrid - F2F/Online,14
99958,2020FA,CHE,126,Undergraduate,N,,,1,2,2.0,Online,5
99958,2020FA,PSY,132,Undergraduate,N,B,Y,0,3,,Online,10
99958,2020FA,PHY,222,Undergraduate,N,A,,1,2,,Online,8
99958,2021FA,MUS,250,Undergraduate,N,,Y,1,4,4.0,Hybrid - Online/iTV,11
99958,2021FA,COM,245,Undergraduate,N,B,,0,1,,Practicum,2
14097,2019SP,MAT,214,Undergraduate,N,A,Y,1,3,3.0,Practicum,11
14097,2019SP,PSY,116,Undergraduate,N,,,1,2,,Practicum,11
14097,2019SP,CHE,103,Undergraduate,Y,F,,0,3,3.0,Independent Study,2
14097,2019SP,COM,266,Undergraduate,Y,,,1,3,3.0,Online,11
46165,2018FA,CHE,274,Undergraduate,N,A,Y,1,1,1.0,Independent Study,10
46165,2018FA,HIS,226,Undergraduate,Y,F,Y,1,3,,Practicum,12
46165,2018FA,MAT,239,Undergraduate,Y,A,,0,3,,Hybrid - F2F/Online,8
46165,2018FA,ENG,197,Undergraduate,Y,B,,1,3,3.0,Online,8
46165,2020FA,HIS,215,Undergraduate,N,A,,1,4,4.0,Online,7
46165,2020FA,HIS,182,Undergraduate,Y,B,,1,3,3.0,Hybrid - F2F/Online,3
46165,2021FA,CHE,128,Undergraduate,N,F,Y,0,2,2.0,Hybrid - F2F/Online,2
46165,2021FA,ART,158,Undergraduate,Y,F,Y,0,3,3.0,Hybrid - F2F/Online,7
64530,2019SP,PSY,135,Undergraduate,Y,C,Y,1,4,4.0,Online/Synch,10
64530,2019SP,HIS,258,Undergraduate,N,C,Y,1,1,1.0,Independent Study,9
94635,2018FA,CHE,262,Undergraduate,N,D,,1,1,,Hybrid - F2F/Online,6
94635,2018FA,PSY,230,Undergraduate,N,F,,0,1,1.0,Online/Synch,16
94635,2018FA,CHE,295,Undergraduate,Y,F,,1,3,3.0,Independent Study,14
94635,2018SP,COM,182,Undergraduate,Y,C,,1,4,4.0,Practicum,9
94635,2018SP,ART,230,Undergraduate,N,B,,1,2,,Practicum,12
94635,2018SP,COM,267,Undergraduate,N,,Y,0,4,4.0,Hybrid - F2F/Online,12
94635,2019FA,PSY,202,Undergraduate,Y,,Y,1,2,2.0,Face to Face,3
94635,2019FA,MAT,192,Undergraduate,Y,A,Y,0,2,,Online,13
94635,2019FA,ENG,122,Undergraduate,N,F,,1,3,3.0,Online,12
97452,2019SP,MUS,241,Undergraduate,Y,A,Y,0,4,4.0,Face to Face,11
97452,2019SP,BIO,235,Undergraduate,N,B,,0,3,3.0,Hybrid - Online/iTV,15
97452,2019SP,ART,223,Undergraduate,Y,B,Y,1,1,,Face to Face,6
97452,2019SP,BIO,180,Undergraduate,Y,D,Y,1,1,1.0,Online,7
97452,2019SP,COM,153,Undergraduate,N,F,,1,1,,Hybrid - Online/iTV,13
97452,2019SP,PHY,138,Undergraduate,Y,B,,1,1,,Online/Synch,4
97452,2020FA,HIS,215,Undergraduate,N,,,1,2,2.0,Face to Face,3
97452,2020FA,COM,270,Undergraduate,N,F,,0,2,,Face to Face,5
97452,2020FA,MUS,108,Undergraduate,N,C,Y,1,3,,Hybrid - F2F/Online,9
97452,2020FA,HIS,122,Undergraduate,Y,,Y,0,3,,Face to Face,5
97452,2020FA,PHY,129,Undergraduate,N,C,Y,0,4,,Hybrid - F2F/Online,14
97452,2020FA,MUS,190,Undergraduate,N,A,Y,1,3,,Practicum,7
97452,2020FA,ART,269,Undergraduate,Y,C,,0,1,,Independent Study,11
97452,2020FA,MUS,152,Undergraduate,N,A,,1,3,3.0,Independent Study,7
78523,2018FA,MUS,207,Undergraduate,Y,D,,1,1,,Face to Face,3
78523,2018FA,BIO,120,Undergraduate,N,,,0,2,,Hybrid - Online/iTV,13
78523,2018FA,ART,119,Undergraduate,Y,,,0,4,4.0,Independent Study,15
78523,2018FA,PHY,118,Undergraduate,N,B,Y,1,3,3.0,Practicum,14
78523,2018FA,PHY,293,Undergraduate,Y,,Y,1,2,,Face to Face,2
78523,2018SP,MAT,110,Undergraduate,N,,,1,2,,Face to Face,1
78523,2018SP,BIO,168,Undergraduate,N,D,,1,2,,Face to Face,13
78523,2018SP,PSY,268,Undergraduate,N,F,,1,3,3.0,Hybrid - Online/iTV,5
31834,2021FA,CHE,208,Undergraduate,N,D,Y,0,3,,Online,9
31834,2021FA,ART,290,Undergraduate,N,D,,1,1,1.0,Face to Face,15
31834,2021FA,MUS,298,Undergraduate,N,D,,1,4,,Face to Face,3
31834,2021FA,PSY,139,Undergraduate,N,B,,1,1,,Hybrid - F2F/Online,6
31834,2021FA,PHY,139,Undergraduate,Y,C,,0,4,4.0,Hybrid - F2F/Online,6
31834,2018SP,ENG,111,Undergraduate,Y,A,Y,0,2,,Face to Face,7
31834,2018SP,ENG,148,Undergraduate,N,F,Y,0,4,,Online/Synch,9
31834,2018SP,ENG,255,Undergraduate,N,A,Y,0,3,,Practicum,5
31834,2021FA,PSY,206,Undergraduate,Y,,Y,0,4,4.0,Hybrid - Online/iTV,6
31834,2021FA,CHE,146,Undergraduate,Y,C,Y,0,2,2.0,Practicum,4
31834,2021FA,PSY,216,Undergraduate,Y,C,,0,3,3.0,Hybrid - F2F/Online,13
31834,2021FA,PHY,265,Undergraduate,N,A,,0,2,,Hybrid - Online/iTV,6
31834,2021FA,BIO,186,Undergraduate,Y,,Y,1,1,1.0,Online,4
27288,2020SP,COM,166,Undergraduate,N,A,,0,1,1.0,Hybrid - Online/iTV,3
27288,2020SP,MAT,139,Undergraduate,Y,F,Y,0,4,,Face to Face,12
27288,2020SP,HIS,127,Undergraduate,Y,D,Y,1,3,,Online,13
27288,2020SP,COM,111,Undergraduate,Y,D,Y,0,2,,Face to Face,11
27288,2020SP,MUS,105,Undergraduate,N,B,,1,2,,Independent Study,5
27288,2020SP,ENG,148,Undergraduate,Y,,,1,4,4.0,Online/Synch,16
27288,2020SP,PHY,270,Undergraduate,N,D,Y,0,3,,Hybrid - Online/iTV,3
27288,2020SP,PHY,282,Undergraduate,Y,,Y,0,3,3.0,Face to Face,12
27288,2020SP,PSY,239,Undergraduate,N,B,Y,1,3,,Hybrid - Online/iTV,8
27288,2018FA,ART,298,Undergraduate,Y,B,,0,4,4.0,Independent Study,9
27288,2018FA,COM,205,Undergraduate,Y,B,,1,1,,Hybrid - F2F/Online,3
27288,2018FA,BIO,139,Undergraduate,N,A,Y,0,2,2.0,Practicum,8
27288,2018FA,HIS,231,Undergraduate,Y,B,,0,3,,Independent Study,2
27288,2018FA,ART,201,Undergraduate,Y,A,,0,3,3.0,Online/Synch,2
27288,2020SP,BIO,175,Undergraduate,N,F,Y,0,2,2.0,Face to Face,1
27288,2020SP,PHY,174,Undergraduate,Y,C,,1,2,2.0,Face to Face,14
27288,2020SP,ART,229,Undergraduate,Y,C,Y,0,1,,Practicum,10
27288,2020SP,PSY,154,Undergraduate,N,,,1,3,3.0,Hybrid - F2F/Online,13
41710,2021FA,PHY,259,Undergraduate,Y,,Y,1,4,4.0,Hybrid - F2F/Online,3
41710,2021FA,PSY,123,Undergraduate,Y,B,,0,2,,Hybrid - Online/iTV,10
41710,2021FA,CHE,216,Undergraduate,N,D,Y,0,4,,Online,11
41710,2021FA,MAT,271,Undergraduate,N,F,Y,1,4,4.0,Hybrid - F2F/Online,15
41710,2019FA,MUS,195,Undergraduate,Y,C,Y,1,2,,Online/Synch,15
41710,2019FA,PHY,189,Undergraduate,Y,D,,0,2,,Online/Synch,11
41710,2019FA,BIO,265,Undergraduate,N,D,Y,0,4,4.0,Online,1
41710,2019FA,HIS,264,Undergraduate,N,,Y,1,4,,Online,1
41710,2019FA,MUS,160,Undergraduate,Y,,Y,1,4,4.0,Online/Synch,12
41710,2019SP,MUS,285,Undergraduate,Y,B,,0,4,4.0,Online,9
89707,2019FA,MAT,227,Undergraduate,Y,,Y,1,1,,Hybrid - F2F/Online,2
89707,2020SP,HIS,177,Undergraduate,N,A,,1,2,,Independent Study,12
89707,2020SP,PSY,110,Undergraduate,N,A,Y,0,2,2.0,Online/Synch,7
89707,2020SP,HIS,258,Undergraduate,N,D,,1,2,,Online/Synch,1
89707,2021SP,ENG,159,Undergraduate,Y,A,Y,1,3,,Hybrid - Online/iTV,6
89707,2021SP,COM,233,Undergraduate,Y,D,Y,0,3,3.0,Practicum,10
